session_id,event_name
623481db-59ce-4991-9448-cef1a5b6b95e,connection_request_accepted
8be8a296-223a-478f-ace0-c042a6f1c887,connection_request_accepted
8be8a296-223a-478f-ace0-c042a6f1c887,connection_request_accepted
731ca44f-b30d-4e58-87a4-d9800f4c94ad,connection_request_accepted
2a7bbc93-249e-4a35-9b2a-33f6bcf7fc5f,connection_request_accepted
b3ae7425-7c18-4b4e-856b-448f7474eaac,connection_request_accepted
9bdd9164-898f-48a1-80c8-4508135f311d,connection_request_accepted
3e194740-d657-411e-af50-b2253ff757a4,connection_request_accepted
ba6192fc-93ba-4c8f-83b1-2c1c6a58006b,recommendation_request_accepted
96adc868-b62b-4a77-97b8-695f39e03378,connection_request_accepted
3c65812a-cbe7-4613-8ff6-4d8098cb6644,connection_request_accepted
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_accepted
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_sent
94604ddc-296a-417b-adec-8fa4e6791fa4,connection_request_accepted
86d6e8cc-6c1c-41c9-bb35-df6cda3ecc99,recommendation_request_accepted
9f543b64-1874-464a-8ca4-7aa4098fbe9d,connection_request_accepted
e9670090-0341-4572-88d5-2ef434c2c32c,connection_request_accepted
2cef78de-3d07-4b7f-bc60-bd1b5396c183,connection_request_accepted
9c9e30f1-aa99-41a2-803e-63e3f26a5951,connection_request_accepted
3c84cd55-17c6-44e2-815e-a26082121ce7,connection_request_accepted
d53b4dc2-3dc9-4f87-bb38-632a870193e3,recommendation_request_accepted
3c84cd55-17c6-44e2-815e-a26082121ce7,connection_request_sent
7dcfd6dc-7657-49df-9045-ef497737e6d7,connection_request_accepted
b2b33f9d-d972-4eb2-937a-e019298aa91c,connection_request_accepted
7c29518a-be72-45e5-b3a1-077f710d4cb0,connection_request_accepted
de24b027-27a6-40e0-b6fc-b4cd8eda4a4a,connection_request_accepted
839a798c-4c05-47b3-8730-e26e5762ccd4,connection_request_accepted
f0e012d1-20cc-441f-bf4d-cfdcb454e973,connection_request_accepted
012efed0-049a-45ec-ba95-c1da1fea8111,connection_request_accepted
a081e34f-7b5d-4cc4-80c1-c7564f51979c,connection_request_accepted
e97643b9-4dec-468d-8c6f-98c0cb933169,connection_request_accepted
1bbc553a-69be-4261-a803-62752884297f,connection_request_accepted
db14398b-d5a3-46f1-bb55-023029ce9a49,connection_request_accepted
3400c0c5-56b0-4afc-8fe0-e60dbce4796f,connection_request_accepted
6513d779-b9ec-4590-ab8b-825316ef8acf,connection_request_accepted
cef321ba-8a11-4fc9-87a3-bdf00ef42745,connection_request_accepted
3400c0c5-56b0-4afc-8fe0-e60dbce4796f,conversation_message
2da3a800-807e-4af7-a46e-78bed51dd8f1,connection_request_accepted
46c0839e-6c05-4965-b7df-a4024ed0f586,connection_request_accepted
4e122fc1-6c04-4608-b6bf-69967aabccc3,recommendation_request_accepted
4e122fc1-6c04-4608-b6bf-69967aabccc3,recommendation_request_accepted
78a9ab0f-b57c-4b91-be71-8579a3a553d7,connection_request_accepted
a63f7ffc-5ceb-4925-a034-76ad98f77d2c,connection_request_accepted
8758f330-86d4-454b-beba-a2c1ef0b88c9,recommendation_request_accepted
1fc442fd-a19a-45ca-ba48-b3951fb21558,connection_request_accepted
31645796-1d85-484a-b5af-2a62d0fa0fa2,recommendation_request_accepted
239ccd55-2de4-400d-83c7-07f49a932204,connection_request_accepted
9d5c35aa-2b45-4da8-955b-dd54d38124b5,connection_request_accepted
a2c35716-83a4-433c-92f1-5f70e06ac8be,connection_request_accepted
72a75ba1-4af5-438f-8ab8-23512a6fd127,connection_request_accepted
b03755d6-0569-433d-adb8-2b10c7fa6edd,connection_request_accepted
b03755d6-0569-433d-adb8-2b10c7fa6edd,conversation_message
2fe34365-dc8d-4edd-977c-e8333fa3bd9f,connection_request_accepted
2fe34365-dc8d-4edd-977c-e8333fa3bd9f,conversation_message
2fe34365-dc8d-4edd-977c-e8333fa3bd9f,conversation_message
b03755d6-0569-433d-adb8-2b10c7fa6edd,conversation_message
2fe34365-dc8d-4edd-977c-e8333fa3bd9f,conversation_message
b03755d6-0569-433d-adb8-2b10c7fa6edd,conversation_message
950806e4-3764-4295-af43-05ac80a7e113,connection_request_accepted
bf0ad29c-62f3-4d7e-bff3-5bd26dc2f973,connection_request_accepted
680afe7a-8286-4459-9ccd-d6f6dbaf5f0b,connection_request_accepted
680afe7a-8286-4459-9ccd-d6f6dbaf5f0b,conversation_message
680afe7a-8286-4459-9ccd-d6f6dbaf5f0b,recommendation_request_accepted
78b14bfb-4516-4826-9399-cba17171bed8,connection_request_accepted
6eea89e7-3567-485d-b63b-b55baa744031,recommendation_request_accepted
b31e2869-a9dd-4c61-b6c7-a4b7555983b6,connection_request_accepted
6eea89e7-3567-485d-b63b-b55baa744031,conversation_message
44820f87-f5a0-4014-8f39-dc06fb48e9a6,connection_request_accepted
943011e2-8983-4b2c-834a-a663fb597dbf,recommendation_request_accepted
041f5e62-29e6-4631-98cd-d27d57632a53,connection_request_accepted
dfa6d7e5-d6e8-4b3e-b114-55a3e436c27b,connection_request_accepted
74bd9593-dd9e-4eee-9ccb-2a82b5596d42,connection_request_accepted
b399a1ee-0219-4c4a-8a34-4efe83d07c33,connection_request_accepted
2f8d0016-d6d6-4fac-9b54-4a009c11ae27,connection_request_accepted
d0420446-fa38-4029-b9f0-d9faae37e001,connection_request_accepted
d5e533c9-b4ee-489c-9f9c-55ffec35b34d,connection_request_accepted
2f8d0016-d6d6-4fac-9b54-4a009c11ae27,conversation_message
c91d61b1-e4d6-46a0-9b2f-df2148a27885,connection_request_accepted
0c6c361e-7644-4480-a13b-59fc6883d5de,connection_request_accepted
143f455f-3b93-4ebc-8a52-0d5e03b7c7ec,connection_request_accepted
9c84759e-dda7-4896-9d59-e28480ce12f8,connection_request_accepted
9c84759e-dda7-4896-9d59-e28480ce12f8,connection_request_sent
dfbf290c-fa77-42d9-befc-e46eb1050691,connection_request_accepted
905fcd6f-114d-4160-8f5e-e09b1888d935,connection_request_accepted
6f88a8cc-1e6b-4a10-bdfd-ec544d86dd9e,connection_request_accepted
c8fb45e6-0a29-4778-9951-f3251eef0012,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
8dea3682-404c-4b02-a67e-14b2544a2756,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
5bd16d52-91ed-4ec8-a3d5-96e25243241d,connection_request_accepted
